name,city,state,online_only,undergrads
Empire Beauty School-North Hills,Pittsburgh,PA,0,85
Empire Beauty School-Concord,Concord,NC,0,84
Lexington Healing Arts Academy,Lexington,KY,0,132
Empire Beauty School-Hooksett,Hooksett,NH,0,203
The Institute of Beauty and Wellness,Milwaukee,WI,0,235
Trend Barber College,Houston,TX,0,92
Euphoria Institute of Beauty Arts & Sciences-Summerlin,Las Vegas,NV,0,536
Columbia Southern University,Orange Beach,AL,1,14276
Arizona Culinary Institute,Scottsdale,AZ,0,143
Healthcare Career College,Paramount,CA,0,333
Trident University International,Cypress,CA,1,4556
Coastline Beauty College,Fountain Valley,CA,0,172
Montessori Casa International,Denver,CO,0,5
Branford Academy of Hair and Cosmetology,Branford,CT,0,42
Academy of Massage and Bodywork,Bear,DE,0,87
Academy for Five Element Acupuncture,Gainesville,FL,0,NULL
Academy of Career Training,Kissimmee,FL,0,34
Miami Regional University,Miami Springs,FL,0,314
Paul Mitchell the School-Miami,Miami,FL,0,122
Aveda Institute-South Florida,Davie,FL,0,462
Aveda Institute-Tallahassee,Tallahassee,FL,0,574
Shear Excellence Hair Academy,Tampa,FL,0,126
Carlson College of Massage Therapy,Anamosa,IA,0,14
MyComputerCareer.com,Indianapolis,IN,0,269
Z Hair Academy,Overland Park,KS,0,146
DiGrigoli School of Cosmetology,West Springfield,MA,0,73
Millennium Training Institute,Woburn,MA,0,165
Elevate Salon Institute,Royal Oak,MI,0,114
Lakewood School of Therapeutic Massage,Port Huron,MI,0,23
The Salon Professional Academy-Battle Creek,Battle Creek,MI,0,36
Trend Setters School,Cape Girardeau,MO,0,53
Academy of Hair Design-Springfield,Springfield,MO,0,251
Corinth Academy of Cosmetology,Corinth,MS,0,123
Southeastern College-Charlotte,Charlotte,NC,0,364
Yeshivas Be'er Yitzchok,Elizabeth,NJ,0,61
Yeshiva Toras Chaim,Lakewood,NJ,0,236
Talmudical Seminary of Bobov,Brooklyn,NY,0,418
Center for Allied Health Education,Brooklyn,NY,0,323
Monroe 2 Orleans BOCES-Center for Workforce Development,Rochester,NY,0,81
Aveda Fredric's Institute-Cincinnati,West Chester,OH,0,282
MyComputerCareer.edu-Columbus,Westerville,OH,0,1970
CDE Career Institute,Tannersville,PA,0,89
Instituto Educativo Premier,Ponce,PR,0,242
Charleston School of Law,Charleston,SC,0,NULL
Elite College of Cosmetology,Lexington,TN,0,73
Manuel and Theresa's School of Hair Design-Bryan,Bryan,TX,0,32
Southwest University at El Paso,El Paso,TX,0,1443
Paul Mitchell the School-Austin,Austin,TX,0,140
Aveda Institute-Provo,Provo,UT,0,117
Dixie Technical College,Saint George,UT,0,764
Victoria's Academy of Cosmetology,Kennewick,WA,0,83
Inland Massage Institute,Spokane,WA,0,27
University of South Florida-Sarasota-Manatee,Sarasota,FL,0,1695
Paul Mitchell the School-San Antonio,San Antonio,TX,0,292
CEM College-Bayamon,Bayamn,PR,0,225
Bryant & Stratton College-Wauwatosa,Wauwatosa,WI,0,1416
The Art Institute of Austin,Bastrop,TX,0,372
Remington College-Houston Southeast Campus,Webster,TX,0,243
Remington College-Shreveport Campus,Shreveport,LA,0,336
Jenny Lea Academy of Cosmetology,Johnson City,TN,0,87
Patrick Henry College,Purcellville,VA,0,292
The Hair Academy,Bismarck,ND,0,42
Ross Medical Education Center-New Baltimore,New Baltimore,MI,0,64
Ross College-Sylvania,Sylvania,OH,0,563
Escuela De Troqueleria Y Herramentaje,Bayamon,PR,0,98
Fortis Institute-Nashville,Nashville,TN,0,427
ATA College-Cincinnati,Cincinnati,OH,0,250
Elite Welding Academy LLC,Cincinnati,OH,0,48
Galen College of Nursing-Cincinnati,Cincinnati,OH,0,682
Strayer University-North Carolina,Morrisville,NC,0,5332
Strayer University-New Jersey,Cherry Hill,NJ,0,863
Ohio Media School-Columbus,Columbus,OH,0,190
Ohio Medical Career College,Dayton,OH,0,76
The King's College,New York,NY,0,520
Chamberlain University-Illinois,Addison,IL,0,14540
Chamberlain University-Ohio,Columbus,OH,0,636
Chamberlain University-Arizona,Phoenix,AZ,0,641
Career Quest Learning Centers-Jackson,Jackson,MI,0,101
Bryan University,Rogers,AR,0,52
The Salon Professional Academy-Appleton,Appleton,WI,0,58
Milan Institute of Cosmetology-Fairfield,Fairfield,CA,0,60
Milan Institute of Cosmetology-Reno,Reno,NV,0,200
Ottawa University-Online,Ottawa,KS,1,200
Paul Mitchell the School-Esani,Roswell,GA,0,289
Institute of Production and Recording,Minneapolis,MN,0,174
Paul Mitchell the School-Birmingham,Hoover,AL,0,221
Taft University System,Lakewood,CO,1,2
Mayfield College,Cathedral City,CA,0,468
Academy of Esthetics and Cosmetology,San Fernando,CA,0,39
Borner's Barber College,Los Angeles,CA,0,31
Paul Mitchell the School-Pasadena,Pasadena,CA,0,237
San Francisco Institute of Esthetics & Cosmetology Inc,San Francisco,CA,0,174
Laurus College,San Luis Obispo,CA,0,878
Healing Hands School of Holistic Health,Escondido,CA,0,337
Career Development Institute Inc,Los Angeles,CA,0,127
Auguste Escoffier School of Culinary Arts-Boulder,Boulder,CO,0,3673
Aspen University,Denver,CO,0,4533
Institute of Taoist Education and Acupuncture,Louisville,CO,0,NULL
National Beauty College,Denver,CO,0,32
Denver College of Nursing,Denver,CO,0,929
Cambridge College of Healthcare & Technology,Delray Beach,FL,0,564
Cozmo Beauty School,Bonita Springs,FL,0,44
Celebrity School of Beauty,Miami,FL,0,551
Paul Mitchell the School-Atlanta,Atlanta,GA,0,285
Evans Hairstyling College-Rexburg,Rexburg,ID,0,48
Paul Mitchell the School-Rexburg,Rexburg,ID,0,191
University of Aesthetics & Cosmetology,Chicago,IL,0,30
The University of Aesthetics & Cosmetology,Downers Grove,IL,0,37
Tricoci University of Beauty Culture-Chicago NW,Chicago,IL,0,186
Tricoci University of Beauty Culture-Glendale Heights,Glendale Heights,IL,0,99
Tricoci University of Beauty Culture-Peoria,Peoria,IL,0,107
Tricoci University of Beauty Culture-Rockford,Rockford,IL,0,234
Omega Studios' School of Applied Recording Arts & Sciences,Rockville,MD,0,104
French Academy of Cosmetology,Spring Lake,MI,0,39
Healing Arts Center,St. Louis,MO,0,127
Paul Mitchell the School-Springfield,Springfield,MO,0,188
Urshan Graduate School of Theology,Wentzville,MO,0,NULL
Mississippi Institute of Aesthetics Nails & Cosmetology,Clinton,MS,0,83
College of Western Idaho,Nampa,ID,0,6691
Aveda Institute-Chapel Hill,Chapel Hill,NC,0,213
Daoist Traditions College of Chinese Medical Arts,Asheville,NC,0,NULL
Total Image Beauty Academy,Union City,NJ,0,36
Jersey College,Teterboro,NJ,0,3444
American Institute of Medical Sciences & Education,Piscataway,NJ,0,406
Casal Institute of Nevada,Las Vegas,NV,0,266
Career School of NY,Staten Island,NY,0,50
John Paolo's Xtreme Beauty Institute-Goldwell Product Artistry,Ballston Spa,NY,0,26
Yeshiva of Machzikai Hadas,Brooklyn,NY,0,468
Aveda Institute-Columbus,Columbus,OH,0,258
Paul Mitchell the School-Cincinnati,Cincinnati,OH,0,264
Hands on Therapy,Mesquite,TX,0,34
MediaTech Institute-Dallas,Dallas,TX,0,223
Aveda Arts & Sciences Institute-San Antonio,San Antonio,TX,0,324
Skin Science Institute,Sandy,UT,0,84
Pacific Northwest University of Health Sciences,Yakima,WA,0,NULL
The Chicago School of Professional Psychology at Anaheim,Anaheim,CA,0,NULL
Fortis College-Dothan,Dothan,AL,0,185
Fortis Institute-Pensacola,Pensacola,FL,0,608
Fortis College-Montgomery,Montgomery,AL,0,342
Woodland Community College,Woodland,CA,0,2986
Dorsey School of Business-Roseville Culinary Academy,Roseville,MI,0,94
Fortis Institute-Birmingham,Birmingham,AL,0,514
The Chicago School of Professional Psychology at Los Angeles,Los Angeles,CA,0,180
Cardiac and Vascular Institute of Ultrasound,Mobile,AL,0,49
Studio Academy of Beauty,Chandler,AZ,0,631
California Nurses Educational Institute,Palm Springs,CA,0,217
Paul Mitchell the School-Sacramento,Sacramento,CA,0,274
Providence Christian College,Pasadena,CA,0,151
Oxford Academy of Hair Design Inc,Seymour,CT,0,109
Institute of World Politics,Washington,DC,0,NULL
Pontifical John Paul II Institute for Studies on Marriage and Family,Washington,DC,0,NULL
Medical Institute of Palm Beach,Greenacres,FL,0,187
Oliver Finley Academy of Cosmetology,Boise,ID,0,254
National Career College,Panorama City,CA,0,317
Aveda Institute-Chicago,Chicago,IL,0,108
Tricoci University of Beauty Culture-Libertyville,Libertyville,IL,0,130
Tricoci University of Beauty Culture-Bridgeview,Bridgeview,IL,0,252
The Temple-A Paul Mitchell Partner School,Frederick,MD,0,211
Center for Massage,Asheville,NC,0,39
Academy of Hair Design-Oklahoma City,Oklahoma City,OK,0,54
Liberty Junior College,Cayey,PR,0,136
Toni & Guy Hairdressing Academy-Cranston,Cranston,RI,0,128
South Texas Training Center,San Benito,TX,0,218
Columbia College,Vienna,VA,0,345
Vermont College of Fine Arts,Montpelier,VT,0,NULL
Advanced Welding Institute,South Burlington,VT,0,49
Paul Mitchell the School-Memphis,Memphis,TN,0,220
Pima Medical Institute-East Valley,Mesa,AZ,0,454
Paul Mitchell the School-Cleveland,Twinsburg,OH,0,168
Paul Mitchell the School-Columbus,Columbus,OH,0,177
Empire Beauty School-Lauderhill,Lauderhill,FL,0,59
Empire Beauty School-Spring Lake Park,Spring Lake Park,MN,0,90
MediaTech Institute-Houston,Houston,TX,0,103
Platt College-Miller-Motte-Raleigh,Raleigh,NC,0,474
Lamson Institute,San Antonio,TX,0,330
College of Hair Design-East Campus,Lincoln,NE,0,94
Fortis College-Salt Lake City,Salt Lake City,UT,0,509
Polytechnic University of Puerto Rico-Miami,Miami,FL,0,71
Polytechnic University of Puerto Rico-Orlando,Orlando,FL,0,159
Ross Medical Education Center-Fort Wayne,Fort Wayne,IN,0,120
Ross Medical Education Center-Battle Creek,Battle Creek,MI,0,31
Geisinger Commonwealth School of Medicine,Scranton,PA,0,NULL
Josef's School of Hair Skin & Body-Fargo,Fargo,ND,0,63
Northeast Technology Center-Claremore,Claremore,OK,0,125
Platt College-McCann-Allentown,Allentown,PA,0,491
Salon Success Academy-Fontana,Fontana,CA,0,33
Salon Success Academy-Redlands,Redlands,CA,0,134
Strayer University-West Virginia,Scott Depot,WV,0,250
Vanguard College of Cosmetology-Baton Rouge,Baton Rouge,LA,0,137
South Texas Vocational Technical Institute-Brownsville,Brownsville,TX,0,245
Platt College-STVT-Corpus Christi,Corpus Christi,TX,0,383
University of Minnesota-Rochester,Rochester,MN,0,554
Health And Style Institute,Greensboro,NC,0,753
College of Business and Technology-Cutler Bay,Cutler Bay,FL,0,65
Capri Beauty College,New Lenox,IL,0,60
Milan Institute-Bakersfield,Bakersfield,CA,0,317
Homestead Schools,Torrance,CA,0,182
Carrington College-Las Vegas,Las Vegas,NV,0,298
Carrington College-Reno,Reno,NV,0,522
Chamberlain University-Florida,Jacksonville,FL,0,952
Remington College-Columbia Campus,Columbia,SC,0,140
Washington Barber College Inc,Little Rock,AR,0,38
InterCoast Colleges-Rancho Cordova,Rancho Cordova,CA,0,117
Horizon University,Indianapolis,IN,0,38
San Diego Culinary Institute,La Mesa,CA,0,33
Beyond 21st Century Beauty Academy,Santa Fe Springs,CA,0,86
Academy for Jewish Religion-California,Los Angeles,CA,0,NULL
Angeles College,Los Angeles,CA,0,267
Angeles Institute,ARTESIA,CA,0,84
Paul Mitchell the School-Temecula,Temecula,CA,0,288
TIGI Hairdressing Academy Guilford,Guilford,CT,0,26
International Institute of Cosmetology,Wethersfield,CT,0,163
Florida School of Traditional Midwifery,Gainesville,FL,0,67
Emerald Coast Technical College,DeFuniak Springs,FL,0,209
Immokalee Technical College,Immokalee,FL,0,203
American Academy of Cosmetology,Orange Park,FL,0,143
University of Fort Lauderdale,Lauderhill,FL,0,59
Aviation Institute of Maintenance-Orlando,Casselberry,FL,0,314
Summit Salon Academy,Tampa,FL,0,169
Summit Salon Academy-Gainesville,Gainesville,FL,0,75
Tenaj Salon Institute,The Villages,FL,0,104
Profile Institute of Barber-Styling,Atlanta,GA,0,24
Keune Academy by 124,Lawrenceville,GA,0,95
Pacific Rim Christian University,Honolulu,HI,0,116
Paul Mitchell the School-Twin Falls,TWIN FALLS,ID,0,18
Ambria College of Nursing,Hoffman Estates,IL,0,205
Midwestern Career College,Chicago,IL,0,547
Paul Mitchell the School-Normal,Normal,IL,0,101
Innovations Design Academy,Canton,IL,0,22
Aveda Fredric's Institute-Indianapolis,Indianapolis,IN,0,220
Summit Salon Academy,Anderson,IN,0,113
Eric Fisher Academy,Wichita,KS,0,175
My Le's Beauty College,Gretna,LA,0,44
Blackstone Valley Vocational Regional School District,Upton,MA,0,26
Southern Worcester County Regional Vocational School District,Charlton,MA,0,30
L'esprit Academy,Canton,MI,0,175
Marketti Academy of Cosmetology,Waterford,MI,0,62
CenterPoint Massage & Shiatsu Therapy School & Clinic,Bloomington,MN,0,94
Avalon School of Cosmetology,Worthington,MN,0,19
American Business and Technology University,St Joseph,MO,1,250
City Vision University,Kansas City,MO,1,70
Bitterroot School of Cosmetology,Hamilton,MT,0,14
Montana Academy of Salons,Great Falls,MT,0,82
National Career Institute,East Orange,NJ,0,210
Toni & Guy Hairdressing Academy-Albuquerque,Albuquerque,NM,0,162
International Academy of Style,Reno,NV,0,37
EDP School,Brooklyn,NY,0,102
New York Medical Career Training Center,Flushing,NY,0,401
Institute of Culinary Education,New York,NY,0,537
The Salon Professional Academy-Tonawanda,Tonawanda,NY,0,148
Onondaga School of Therapeutic Massage-Syracuse,Syracuse,NY,0,57
Academy of Cosmetology and Esthetics NYC,Staten Island,NY,0,41
Four County Career Center,Archbold,OH,0,176
Summit Salon Academy-Perrysburg,Perrysburg,OH,0,61
Portland Actors Conservatory,Portland,OR,0,12
Somerset County Technology Center,Somerset,PA,0,77
Metro Beauty Academy,Allentown,PA,0,140
Academy for Careers and Technology,Mullins,SC,0,57
Aiken School of Cosmetology and Barbering,Aiken,SC,0,57
Love Beauty School Inc,Manchester,TN,0,60
Houston International College Cardiotech Ultrasound School,Houston,TX,0,37
DuVall's School of Cosmetology,Bedford,TX,0,119
Advanced Beauty College,Irving,TX,0,28
Texas Beauty College,Haltom city,TX,0,52
Avenue Five Institute,Austin,TX,0,277
The Salon Professional Academy-Lewisville,Lewisville,TX,0,118
Renaissance Academie,Provo,UT,0,105
Antioch College AG,Hampton,VA,0,30
Institute of Advanced Medical Esthetics,Ashland,VA,0,6
Gary Manuel Aveda Institute,Seattle,WA,0,83
Northwest School of Wooden Boat Building,Port Hadlock,WA,0,39
The Salon Professional Academy-Onalaska,Onalaska,WI,0,68
West Coast University-Orange County,Anaheim,CA,0,2802
West Coast University-Ontario,Ontario,CA,0,2058
Midwest Technical Institute-East Peoria,East Peoria,IL,0,455
Paul Mitchell the School-Chicago,Chicago,IL,0,223
Dorsey School of Business-Waterford Pontiac,Pontiac,MI,0,81
Platt College-Miller-Motte-Fayetteville,Fayetteville,NC,0,434
European Massage Therapy School-Las Vegas,Las Vegas,NV,0,1
Platt College-Miller-Motte Technical-Columbus,Columbus,GA,0,479
The Art Institute of Virginia Beach,Virginia Beach,VA,0,243
Fortis College-Indianapolis,Indianapolis,IN,0,426
Empire Beauty School-E Memphis,Memphis,TN,0,131
Empire Beauty School-Nashville,Brentwood,TN,0,66
Empire Beauty School-Jackson,Jackson,TN,0,46
Empire Beauty School-Springfield,Springfield,PA,0,145
Empire Beauty School-Paramus,Paramus,NJ,0,56
Empire Beauty School-Speedway,Speedway,IN,0,151
Empire Beauty School-Morrow,Morrow,GA,0,217
Strayer University-Arkansas,Little Rock,AR,0,403
Strayer University-Georgia,Atlanta,GA,0,7601
Strayer University-Mississippi,Jackson,MS,0,561
Strayer University-South Carolina,Greenville,SC,0,2663
Strayer University-Texas,Austin,TX,0,2796
The Art Institute of San Antonio,San Antonio,TX,0,476
Empire Beauty School-S Memphis,Memphis,TN,0,68
Empire Beauty School-Charlotte,Charlotte,NC,0,90
Empire Beauty School-Winston-Salem,Winston-Salem,NC,0,100
Empire Beauty School-West Palm,West Palm Beach,FL,0,67
Empire Beauty School-Pineville,Charlotte,NC,0,85
Paul Mitchell the School-Phoenix,Phoenix,AZ,0,103
All Beauty College,Bullhead City,AZ,0,10
Paul Mitchell the School-Modesto,Modesto,CA,0,298
Cosmo Beauty Academy,Sacramento,CA,0,118
Paul Mitchell the School-Fresno,Fresno,CA,0,311
Unitek College,Fremont,CA,0,2147
Gurnick Academy of Medical Arts,San Mateo,CA,0,2042
Paul Mitchell the School-East Bay,Pleasant Hill,CA,0,128
South University-Richmond,Glen Allen,VA,0,315
South University-Virginia Beach,Virginia Beach,VA,0,311
Aveda Institute-Denver,Denver,CO,0,405
Paul Mitchell the School-Colorado Springs,Colorado Springs,CO,0,163
The Salon Professional Academy-Colorado Springs,Colorado Springs,CO,0,70
Paul Mitchell the School-Delaware,Newark,DE,0,112
Future-Tech Institute,Miami,FL,0,57
Fred K Marchman Technical College,New Port Richey,FL,0,288
The Salon Professional Academy-Ft Myers,Fort Myers,FL,0,59
Universal Spa Training Academy,Downers Grove,IL,0,162
The Salon Professional Academy-Evansville,Evansville,IN,0,136
Tri County Regional Vocational Technical High School,Franklin,MA,0,61
Compass College of Cinematic Arts,Grand Rapids,MI,0,93
Nova Academy of Cosmetology,Rochester,MN,0,112
SAE Institute of Technology-New York,New York,NY,0,118
Sage School of Massage & Esthetics,Bend,OR,0,39
Peloton College,Dallas,TX,0,111
ABC Beauty Academy,Richardson,TX,0,28
Salon & Spa Institute,Brownsville,TX,0,92
American Beauty Academy,Payson,UT,0,22
Summit Salon Academy,Tacoma,WA,0,135
Paul Mitchell the School-Milwaukee,Pawaukee,WI,0,105
Touro University Worldwide,Los Alamitos,CA,0,497
Touro University California,Vallejo,CA,0,NULL
The Chicago School of Professional Psychology at Washington DC,Washington,DC,0,NULL
Touro University Nevada,Henderson,NV,0,66
Herzing University-Kenosha,Kenosha,WI,0,581
Herzing University-Brookfield,Brookfield,WI,0,549
Texas A&M University-San Antonio,San Antonio,TX,0,5906
Fortis Institute,Houston,TX,0,392
Southern Careers Institute-Brownsville,Brownsville,TX,0,236
Southern Careers Institute-Harlingen,Harlingen,TX,0,342
Strayer University-Global Region,Washington,DC,0,7648
Kenneth Shuler School of Cosmetology-Florence,Florence,SC,0,191
Fortis College-Columbia,Columbia,SC,0,497
Ross Medical Education Center-Davison,Davison,MI,0,71
Ross Medical Education Center-Granger,Granger,IN,0,160
Ross Medical Education Center-Niles,Niles,OH,0,176
Ross Medical Education Center-Canton,Canton,MI,0,128
Pima Medical Institute-Houston,Houston,TX,0,989
Illinois Media School-Chicago Campus,Chicago,IL,0,261
Platt College-STVT-San Antonio,San Antonio,TX,0,612
Concorde Career College-Dallas,Dallas,TX,0,632
Concorde Career Institute-Orlando,Orlando,FL,0,237
Concorde Career College-San Antonio,San Antonio,TX,0,563
Johnson & Wales University-Online,Providence,RI,1,1065
Fairfax University of America,Fairfax,VA,0,34
Geisinger-Lewistown Hospital School of Nursing,Lewistown,PA,0,61
Moreno Valley College,Moreno Valley,CA,0,9377
Brittany Beauty Academy,New York,NY,0,107
Onondaga School of Therapeutic Massage-Rochester,Rochester,NY,0,64
Norco College,Norco,CA,0,9660
Dorsey School of Business-Saginaw,Saginaw,MI,0,150
Milan Institute of Cosmetology-La Quinta,La Quinta,CA,0,134
Milan Institute-Boise,Boise,ID,0,86
Milan Institute of Cosmetology-El Paso,El Paso,TX,0,294
Universal Technical Institute-Dallas Fort Worth,Irving,TX,0,1612
American School of Nursing and Medical Careers,Manchester,NH,0,111
Harris School of Business-Upper Darby Campus,Upper Darby,PA,0,NULL
ICPR Junior College,Manati,PR,0,394
Artistic Nails and Beauty Academy-Lakeland,Lakeland,FL,0,163
American Sentinel University,Denver,CO,1,1419
Hawaii Medical College,Honolulu,HI,0,626
Carolina College of Hair Design,Asheville,NC,0,45
Remington College-Heathrow Campus,Lake Mary,FL,1,367
College of Massage Therapy,Blackfoot,ID,0,24
Platt College-Miller-Motte-Jacksonville,Jacksonville,NC,0,365
Platt College-Miller-Motte Technical-Augusta,Augusta,GA,0,572
Platt College-Miller-Motte Technical-Conway,Conway,SC,0,600
Aveda Institute-Portland,Portland,OR,0,236
Chamberlain University-Virginia,Vienna,VA,0,478
Stevens-Henager College,Boise,ID,0,180
Penrose Academy,Scottsdale,AZ,0,312
Skin Institute,Saint Louis,MO,0,49
Beauty Academy of South Florida,Hialeah Gardens,FL,0,281
Ogle School Hair Skin Nails-North Dallas,Dallas,TX,0,243
The Salon Professional Academy-North Little Rock,Sherwood,AR,0,101
The Salon Professional Academy-St Charles,St. Charles,MO,0,97
American College for Medical Careers,Orlando,FL,0,222
Mildred Elley-New York Campus,New York,NY,0,1056
National Paralegal College,Phoenix,AZ,1,662
Carolina College of Biblical Studies,Fayetteville,NC,0,166
Allstate Hairstyling & Barber College,Cleveland,OH,0,36
Omega Graduate School,Dayton,TN,0,NULL
Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,0,NULL
New York Film Academy,Burbank,CA,0,1312
The Collective School Of Music,New York,NY,0,42
International College of Cosmetology,Oakland,CA,0,223
Bella Capelli Academy,Monroeville,PA,0,237
Institute of Medical Careers,Pittsburgh,PA,0,124
Flagler Technical College,Palm Coast,FL,0,115
Galaxy Medical College,North Hollywood,CA,0,51
American Medical Sciences Center,Glendale,CA,0,64
Mandalyn Academy,American Fork,UT,0,56
Jose Maria Vargas University,Pembroke Pines,FL,0,51
American Academy of Health and Beauty,Manchester,NH,0,26
D A Dorsey Technical College,Miami,FL,0,94
Keweenaw Bay Ojibwa Community College,Baraga,MI,0,75
Meridian Institute of Surgical Assisting,Nashville,TN,0,615
Mauna Loa Helicopters,Kailua Kona,HI,0,10
Acaydia School of Aesthetics,Provo,UT,0,106
Manhattan Institute,New York,NY,0,552
Holistic Massage Training Institute,Baltimore,MD,0,39
Diamonds Cosmetology College,Sherman,TX,0,58
Northern Virginia School of Therapeutic Massage,Falls Church,VA,0,135
Paul Mitchell the School-St Louis,St. Louis,MO,0,207
Advanced Training Institute,Las Vegas,NV,0,625
Shepherds Theological Seminary,Cary,NC,0,NULL
Taylor Andrews Academy of Hair Design-West Jordan,West Jordan,UT,0,201
Santa Ana Beauty Academy,Santa Ana,CA,0,24
Grace College of Divinity,Fayetteville,NC,0,138
Evolve Beauty Academy,Washing,MO,0,24
Aveda Institute-New Mexico,Albuquerque,NM,0,71
American Trade School,Saint Ann,MO,0,115
Estelle Skin Care and Spa Institute,Skokie,IL,0,128
Paul Mitchell the School-Honolulu,Honolulu,HI,0,142
Elite Cosmetology School,Yucca Valley,CA,0,113
American Technical Institute,Bayamon,PR,0,19
Bergin University of Canine Studies,Penngrove,CA,0,36
Aveda Institute-Boise,Boise,ID,0,48
Pima Medical Institute-Aurora,Aurora,CO,0,322
Capilo School of Hair Design,Augusta,ME,0,144
Pure Aesthetics Natural Skincare School,Tucson,AZ,0,55
Lindsey Institute of Cosmetology,Bowling Green,KY,0,26
Buckner Barber School,Dallas,TX,0,11
Simmons College of Kentucky,Louisville,KY,0,209
Atelier Esthetique Institute of Esthetics,New York,NY,0,195
Advanced College of Cosmetology,Waupun,WI,0,25
North American University,Stafford,TX,0,228
United Beauty College,Denver,CO,0,55
Cinta Aveda Institute,San Francisco,CA,0,268
Long Island Nail Skin & Hair Institute,Levittown,NY,0,246
Keser Torah-Mayan Hatalmud,Lakewood,NJ,0,89
Southern California Health Institute,North Hollywood,CA,0,301
Best Care College,East Orange,NJ,0,41
First Class Cosmetology School,Beloit,WI,0,75
Millennia Atlantic University,Doral,FL,0,105
Abcott Institute,Southfield,MI,0,143
The Salon Professional Academy-Kenosha,Kenosha,WI,0,82
Paul Mitchell the School-Indianapolis,Indianapolis,IN,0,181
Taylor Andrews Academy-St George,St. George,UT,0,141
Protege Academy,East Lansing,MI,0,51
Colorado Academy of Veterinary Technology,Colorado Springs,CO,0,100
Northeast Technical Institute,Scarborough,ME,0,208
Elite School of Cosmetology,Norwalk,OH,0,75
Paul Mitchell the School-Las Vegas,Las Vegas,NV,0,262
Summit Salon Academy-Kokomo,Kokomo,IN,0,94
Florida Academy,Fort Myers,FL,0,272
Institute for Doctoral Studies in the Visual Arts,Portland,ME,0,NULL
State Career College,Waukegan,IL,0,106
Academy for Salon Professionals,Northridge,CA,0,82
Paul Mitchell the School-Spokane,Spokane Valley,WA,0,155
International College of Beauty Arts & Sciences,Los Angeles,CA,0,49
The Salon Professional Academy,Shorewood,IL,0,48
John Paul the Great Catholic University,Escondido,CA,0,271
University of Connecticut-Hartford Campus,Hartford,CT,0,1531
Ottawa University-Surprise,Surprise,AZ,0,720
Independence University,Salt Lake City,UT,0,10983
National American University-Colorado Springs South,Colorado Springs,CO,0,0
Chamberlain University-Missouri,St. Louis,MO,0,523
Chamberlain University-Texas,Houston,TX,0,1002
Continental School of Beauty Culture-Mattydale,Mattydale,NY,0,222
Paul Mitchell the School-Columbia,Columbia,SC,0,239
Paul Mitchell the School-Charleston,North Charleston,SC,0,209
Kenneth Shuler School of Cosmetology-Greenville,Greenville,SC,0,175
Northwest College-Eugene,Springfield,OR,0,164
Northwest College-Tualatin,Tualatin,OR,0,31
CET-Soledad,Soledad,CA,0,129
United Education Institute-UEI College San Marcos,San Marcos,CA,0,489
Vanguard College of Cosmetology-Metairie,Metairie,LA,0,176
United Education Institute-Anaheim,Anaheim,CA,0,587
New England Tractor Trailer Training School of Massachusetts,North Andover,MA,0,217
Dewey University-Manati,Manati,PR,0,171
Allen School-Phoenix,Phoenix,AZ,0,48
Oklahoma Technical College,Tulsa,OK,0,129
Midwest Technical Institute-Moline,Moline,IL,0,324
Unitech Training Academy-Alexandria,Alexandria,LA,0,73
Unitech Training Academy-Lake Charles,Lake Charles,LA,0,54
Aveda Institute-Los Angeles,Los Angeles,CA,0,168
UEI College-Riverside,Riverside,CA,0,829
WellSpring School of Allied Health-Lawrence,Lawrence,KS,0,35
Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,0,16
Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,0,91
Los Angeles Pacific University,San Dimas,CA,1,1563
California College San Diego-CollegeAmerica-Phoenix,Phoenix,AZ,0,392
Stevens-Henager College,Idaho Falls,ID,0,64
Avalon School of Cosmetology-Phoenix,Phoenix,AZ,0,364
Avalon School of Cosmetology-Layton,Layton,UT,0,164
Aveda Institute-Des Moines,West Des Moines,IA,0,181
Fortis Institute-Lawrenceville,Lawrenceville,NJ,0,297
Relay Graduate School of Education,New York,NY,0,184
Platt College-Miller-Motte Technical-Macon,Macon,GA,0,326
South University-Savannah Online,Savannah,GA,1,3481
Fortis College-Montgomery,Montgomery,AL,0,23
Whitworth University-Adult Degree Programs,Spokane,WA,0,275
The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Santa Barbara,CA,0,NULL
Springfield College-Regional Online and Continuing Education,Springfield,MA,0,556
Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,0,128
Milan Institute-Las Vegas,Las Vegas,NV,0,237
Catholic Distance University,Charles Town,WV,1,72
New York School of Esthetics & Day Spa,white plains,NY,0,94
Panache Academy of Beauty,Baraboo,WI,0,35
Finger Lakes Health College of Nursing & Health Sciences,Geneva,NY,0,105
ASI Career Institute,Turnersville,NJ,0,35
Midwest Technical Institute-Ridgeland,Ridgeland,MS,0,571
Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,0,121
City College-Hollywood,Hollywood,FL,0,207
Paul Mitchell the School-Arlington,Arlington,TX,0,329
Rocky Mountain University of Health Professions,Provo,UT,0,NULL
Christie's Education,New York,NY,0,NULL
Palmetto Beauty School,Spartanburg,SC,0,25
