name,city,state,online_only,undergrads
Jones County Junior College,Ellisville,MS,0,3816
Meridian Community College,Meridian,MS,0,2962
Millsaps College,Jackson,MS,0,770
Mississippi Delta Community College,Moorhead,MS,0,1945
University of Mississippi,University,MS,0,16932
Mississippi University for Women,Columbus,MS,0,2234
Mississippi Valley State University,Itta Bena,MS,0,1546
Mississippi College,Clinton,MS,0,2718
Mississippi College of Beauty Culture,Laurel,MS,0,54
Mississippi Gulf Coast Community College,Perkinston,MS,0,7580
Mississippi State University,Mississippi State,MS,0,18388
Northeast Mississippi Community College,Booneville,MS,0,3156
Northwest Mississippi Community College,Senatobia,MS,0,5749
Pearl River Community College,Poplarville,MS,0,4850
Rust College,Holly Springs,MS,0,738
Southeastern Baptist College,Laurel,MS,0,61
Southwest Mississippi Community College,Summit,MS,0,1870
University of Southern Mississippi,Hattiesburg,MS,0,11521
Magnolia College of Cosmetology,Jackson,MS,0,43
Tougaloo College,Tougaloo,MS,0,703
Vaughn Beauty College,Aberdeen,MS,0,33
Wesley Biblical Seminary,Ridgeland,MS,0,NULL
William Carey University,Hattiesburg,MS,0,2063
Aquinas Institute of Theology,Saint Louis,MO,0,NULL
Avila University,Kansas City,MO,0,1135
Baptist Bible College,Springfield,MO,0,215
House of Heavilin Beauty College-Blue Springs,Blue Springs,MO,0,132
Cox College,Springfield,MO,0,727
Calvary University,Kansas City,MO,0,289
Cape Girardeau Career and Technology Center,Cape Girardeau,MO,0,246
Central Christian College of the Bible,Moberly,MO,0,197
Central Methodist University-College of Liberal Arts and Sciences,Fayette,MO,0,1144
University of Central Missouri,Warrensburg,MO,0,7536
Grand River Technical School,Chillicothe,MO,0,84
Cleveland University-Kansas City,Overland Park,KS,0,74
Columbia College,Columbia,MO,0,8939
Conception Seminary College,Conception,MO,0,43
Concordia Seminary,Saint Louis,MO,0,NULL
Cottey College,Nevada,MO,0,256
Covenant Theological Seminary,Saint Louis,MO,0,NULL
Crowder College,Neosho,MO,0,2904
Culver-Stockton College,Canton,MO,0,925
Drury University,Springfield,MO,0,1477
East Central College,Union,MO,0,1943
Eden Theological Seminary,Webster Groves,MO,0,NULL
Elaine Steven Beauty College,Saint Louis,MO,0,121
Pinnacle Career Institute-South Kansas City,Kansas City,MO,0,356
Evangel University,Springfield,MO,0,1748
Fontbonne University,Saint Louis,MO,0,857
Four Rivers Career Center,Washington,MO,0,35
Ozarks Technical Community College,Springfield,MO,0,9575
Hannibal-LaGrange University,Hannibal,MO,0,605
Harris-Stowe State University,Saint Louis,MO,0,1617
House of Heavilin Beauty College-Kansas City,Kansas City,MO,0,23
Summit Salon Academy Kansas City,Independence,MO,0,50
Jefferson College,Hillsboro,MO,0,4054
Paul Mitchell the School-Missouri Columbia,Columbia,MO,0,111
Barnes-Jewish College Goldfarb School of Nursing,Saint Louis,MO,0,569
Kansas City Art Institute,Kansas City,MO,0,697
Kenrick Glennon Seminary,Saint Louis,MO,0,NULL
A T Still University of Health Sciences,Kirksville,MO,0,NULL
Lake Career and Technical Center,Camdenton,MO,0,9
Lex La-Ray Technical Center,Lexington,MO,0,31
Lincoln University,Jefferson City,MO,0,1733
Lindenwood University,Saint Charles,MO,0,5521
State Technical College of Missouri,Linn,MO,0,1543
Logan University,Chesterfield,MO,0,219
Metropolitan Community College-Kansas City,Kansas City,MO,0,13084
Lutheran School of Nursing,Saint Louis,MO,0,164
Maryville University of Saint Louis,Saint Louis,MO,0,4351
Merrell University of Beauty Arts and Science,Jefferson City,MO,0,70
Midwest Institute,Fenton,MO,0,269
Midwestern Baptist Theological Seminary,Kansas City,MO,0,668
Mineral Area College,Park Hills,MO,0,1796
Missouri Baptist University,Saint Louis,MO,0,1764
Missouri Southern State University,Joplin,MO,0,4739
Missouri Valley College,Marshall,MO,0,1373
Missouri Western State University,Saint Joseph,MO,0,4104
University of Missouri-Columbia,Columbia,MO,0,21933
University of Missouri-Kansas City,Kansas City,MO,0,7425
Missouri University of Science and Technology,Rolla,MO,0,6396
University of Missouri-St Louis,Saint Louis,MO,0,6703
Moberly Area Community College,Moberly,MO,0,3466
Hillyard Technical Center,Saint Joseph,MO,0,70
Nazarene Theological Seminary,Kansas City,MO,0,NULL
Neosho Beauty College,Neosho,MO,0,36
Truman State University,Kirksville,MO,0,4384
Northwest Missouri State University,Maryville,MO,0,5265
Ozark Christian College,Joplin,MO,0,661
College of the Ozarks,Point Lookout,MO,0,1525
Park University,Parkville,MO,0,9133
Stevens-The Institute of Business & Arts,Saint Louis,MO,0,121
Poplar Bluff Technical Career Center,Poplar Bluff,MO,0,32
Ranken Technical College,Saint Louis,MO,0,1792
Research College of Nursing,Kansas City,MO,0,219
Rockhurst University,Kansas City,MO,0,1493
Rolla Technical Institute/Center,Rolla,MO,0,108
Saint Louis University,Saint Louis,MO,0,7127
Salem College of Hairstyling,Rolla,MO,0,40
American College of Hair Design Inc,Sedalia,MO,0,21
Saint Louis Christian College,Florissant,MO,0,79
University of Health Sciences and Pharmacy in St. Louis,Saint Louis,MO,0,326
Saint Louis Community College,Bridgeton,MO,0,14827
Saint Paul School of Theology,Leawood,KS,0,NULL
Southwest Baptist University,Bolivar,MO,0,2068
Missouri State University-West Plains,West Plains,MO,0,1069
Saint Luke's College of Health Sciences,Kansas City,MO,0,482
St Louis College of Health Careers-St Louis,Saint Louis,MO,0,194
State Fair Community College,Sedalia,MO,0,3161
Stephens College,Columbia,MO,0,480
Southeast Missouri State University,Cape Girardeau,MO,0,8000
Missouri State University-Springfield,Springfield,MO,0,15868
Three Rivers College,Poplar Bluff,MO,0,2299
North Central Missouri College,Trenton,MO,0,1153
Kansas City University of Medicine and Biosciences,Kansas City,MO,0,NULL
Washington University in St Louis,Saint Louis,MO,0,7404
Webster University,Saint Louis,MO,0,2746
Westminster College,Fulton,MO,0,650
William Jewell College,Liberty,MO,0,734
William Woods University,Fulton,MO,0,829
Academy of Cosmetology Inc,Bozeman,MT,0,39
Blackfeet Community College,Browning,MT,0,366
Butte Academy of Beauty Culture,Butte,MT,0,28
Highlands College of Montana Tech,Butte,MT,0,376
Crevier's Academy of Cosmetology Arts,Kalispell,MT,0,66
Carroll College,Helena,MT,0,1165
Dawson Community College,Glendive,MT,0,274
Chief Dull Knife College,Lame Deer,MT,0,131
Montana State University Billings,Billings,MT,0,3211
Flathead Valley Community College,Kalispell,MT,0,1376
Aaniiih Nakoda College,Harlem,MT,0,131
Fort Peck Community College,Poplar,MT,0,269
Great Falls College Montana State University,Great Falls,MT,0,870
University of Providence,Great Falls,MT,0,785
Helena College University of Montana,Helena,MT,0,790
Little Big Horn College,Crow Agency,MT,0,261
Miles Community College,Miles City,MT,0,441
Montana Technological University,Butte,MT,0,1484
Montana State University,Bozeman,MT,0,14402
The University of Montana,Missoula,MT,0,7515
Montana State University-Northern,Havre,MT,0,922
Rocky Mountain College,Billings,MT,0,840
Salish Kootenai College,Pablo,MT,0,629
The University of Montana-Western,Dillon,MT,0,1256
Bellevue University,Bellevue,NE,0,8204
Clarkson College,Omaha,NE,0,593
Bryan College of Health Sciences,Lincoln,NE,0,590
Central Community College,Grand Island,NE,0,3613
Chadron State College,Chadron,NE,0,1694
College of Hair Design-Downtown,Lincoln,NE,0,70
Concordia University-Nebraska,Seward,NE,0,1214
Creighton University,Omaha,NE,0,4431
Doane University,Crete,NE,0,1346
Hastings College,Hastings,NE,0,964
CHI Health School of Radiologic Technology,Omaha,NE,0,16
Joseph's College Cosmetology,Lincoln,NE,0,140
University of Nebraska at Kearney,Kearney,NE,0,4287
Nebraska Methodist College of Nursing & Allied Health,Omaha,NE,0,766
Metropolitan Community College Area,Omaha,NE,0,7540
Mid-Plains Community College,North Platte,NE,0,1092
Midland University,Fremont,NE,0,1141
Nebraska Christian College of Hope International University,Papillion,NE,0,110
University of Nebraska at Omaha,Omaha,NE,0,12063
Nebraska Indian Community College,Macy,NE,0,108
University of Nebraska Medical Center,Omaha,NE,0,897
Nebraska Wesleyan University,Lincoln,NE,0,1825
University of Nebraska-Lincoln,Lincoln,NE,0,20252
Northeast Community College,Norfolk,NE,0,2590
Peru State College,Peru,NE,0,1312
Summit Christian College,Gering,NE,0,21
College of Saint Mary,Omaha,NE,0,800
Southeast Community College Area,Lincoln,NE,0,6391
Union College,Lincoln,NE,0,640
Nebraska College of Technical Agriculture,Curtis,NE,0,239
Wayne State College,Wayne,NE,0,2829
Western Nebraska Community College,Scottsbluff,NE,0,1076
York College,York,NE,0,417
Academy of Hair Design-Las Vegas,Las Vegas,NV,0,203
Career College of Northern Nevada,Sparks,NV,0,376
College of Southern Nevada,Las Vegas,NV,0,30090
Las Vegas College,Henderson,NV,0,172
University of Nevada-Las Vegas,Las Vegas,NV,0,25236
University of Nevada-Reno,Reno,NV,0,16917
Great Basin College,Elko,NV,0,2322
Sierra Nevada University,Incline Village,NV,0,350
Truckee Meadows Community College,Reno,NV,0,7490
Western Nevada College,Carson City,NV,0,2379
Colby-Sawyer College,New London,NH,0,837
Continental Academie of Hair Design-Hudson,Hudson,NH,0,29
Dartmouth College,Hanover,NH,0,4365
Empire Beauty School-Laconia,Laconia,NH,0,73
Empire Beauty School-Somersworth,Somersworth,NH,0,159
Franklin Pierce University,Rindge,NH,0,1595
University of New Hampshire-Franklin Pierce School of Law,Concord,NH,0,NULL
Keene Beauty Academy,Keene,NH,0,62
Magdalen College,Warner,NH,0,82
Michaels School of Hair Design and Esthetics-Paul Mitchell Partner School,Bedford,NH,0,101
New England College,Henniker,NH,0,1849
New England School of Hair Design,West Lebanon,NH,0,18
Southern New Hampshire University,Manchester,NH,0,90196
New Hampshire Institute for Therapeutic Arts,Hudson,NH,0,6
University of New Hampshire-Main Campus,Durham,NH,0,12101
Keene State College,Keene,NH,0,3314
University of New Hampshire at Manchester,Manchester,NH,0,708
Plymouth State University,Plymouth,NH,0,3779
NHTI-Concord's Community College,Concord,NH,0,2857
White Mountains Community College,Berlin,NH,0,601
River Valley Community College,Claremont,NH,0,659
Lakes Region Community College,Laconia,NH,0,580
Manchester Community College,Manchester,NH,0,2069
Nashua Community College,Nashua,NH,0,1280
Great Bay Community College,Portsmouth,NH,0,1491
Paul Mitchell the School-Portsmouth,Portsmouth,NH,0,52
Rivier University,Nashua,NH,0,1349
Saint Anselm College,Manchester,NH,0,2030
St Joseph School of Nursing,Nashua,NH,0,107
Granite State College,Concord,NH,0,1627
Thomas More College of Liberal Arts,Merrimack,NH,0,88
Eastwick College-Hackensack,Hackensack,NJ,0,441
Assumption College for Sisters,Denville,NJ,0,41
Atlantic Cape Community College,Mays Landing,NJ,0,4788
Fortis Institute-Wayne,Wayne,NJ,0,554
Bergen Community College,Paramus,NJ,0,11789
Berkeley College-Woodland Park,Woodland Park,NJ,0,2674
Beth Medrash Govoha,Lakewood,NJ,0,2726
Bloomfield College,Bloomfield,NJ,0,1609
Brookdale Community College,Lincroft,NJ,0,9629
Rowan College at Burlington County,Mount Laurel,NJ,0,7789
Caldwell University,Caldwell,NJ,0,1688
Camden County College,Blackwood,NJ,0,8183
Centenary University,Hackettstown,NJ,0,1183
Adult and Continuing Education-BCTS,Hackensack,NJ,0,92
Branford Hall Career Institute-Parsippany,Parsippany,NJ,0,36
Lincoln Technical Institute-Iselin,Iselin,NJ,0,504
American Institute-Clifton,CLIFTON,NJ,0,695
County College of Morris,Randolph,NJ,0,6635
Cumberland County College,Vineland,NJ,0,2549
Divers Academy International,ERIAL,NJ,0,38
Drew University,Madison,NJ,0,1577
Lincoln Technical Institute-South Plainfield,South Plainfield,NJ,0,310
Essex County College,Newark,NJ,0,6615
Empire Beauty School-Union,Union,NJ,0,90
Fairleigh Dickinson University-Metropolitan Campus,Teaneck,NJ,0,3045
Felician University,Lodi,NJ,0,1818
Fairleigh Dickinson University-Florham Campus,Madison,NJ,0,2604
Hohokus School of Trade and Technical Sciences,Paterson,NJ,0,177
Georgian Court University,Lakewood,NJ,0,1550
Rowan University,Glassboro,NJ,0,15751
Rowan College of South Jersey Gloucester Campus,Sewell,NJ,0,5781
Empire Beauty School-Cherry Hill,Cherry Hill,NJ,0,75
Harris School of Business-Cherry Hill Campus,Cherry Hill,NJ,0,138
Eastwick College-Ramsey,Ramsey,NJ,0,823
Holy Name Medical Center-Sister Claire Tynan School of Nursing,Englewood Cliffs,NJ,0,137
Hudson County Community College,Jersey City,NJ,0,7434
New Jersey City University,Jersey City,NJ,0,5962
Joe Kubert School of Cartoon and Graphic Art,Dover,NJ,0,86
Kean University,Union,NJ,0,11947
Harris School of Business-Voorhees Campus,Voorhees,NJ,0,269
Lincoln Technical Institute-Union,Union,NJ,0,1427
Rizzieri Aveda School for Beauty and Wellness,Voorhees,NJ,0,252
Mercer County Community College,West Windsor,NJ,0,6305
Middlesex County College,Edison,NJ,0,10093
Monmouth University,West Long Branch,NJ,0,4429
Montclair State University,Montclair,NJ,0,16477
JFK Muhlenberg Harold B. and Dorothy A. Snyder Schools,Plainfield,NJ,0,611
Eastwick College-Nutley,Nutley,NJ,0,509
New Brunswick Theological Seminary,New Brunswick,NJ,0,NULL
Robert Fiance Beauty Schools-West New York,West New York,NJ,0,271
New Jersey Institute of Technology,Newark,NJ,0,8126
Ocean County College,Toms River,NJ,0,7087
P B Cosmetology Education Center,Gloucester,NJ,0,125
Parisian Beauty School,Hackensack,NJ,0,464
Passaic County Community College,Paterson,NJ,0,5981
Pennco Tech-Blackwood,Blackwood,NJ,0,668
Princeton Theological Seminary,Princeton,NJ,0,NULL
Princeton University,Princeton,NJ,0,5308
Rabbinical College of America,Morristown,NJ,0,216
Ramapo College of New Jersey,Mahwah,NJ,0,5239
Robert Fiance Beauty Schools,Boynton Beach,FL,0,222
Rider University,Lawrenceville,NJ,0,3694
Rutgers University-Camden,Camden,NJ,0,5626
Rutgers University-New Brunswick,New Brunswick,NJ,0,35760
Rutgers University-Newark,Newark,NJ,0,9037
St Francis Medical Center-School of Radiologic Technology,Trenton,NJ,0,17
Saint Francis Medical Center School of Nursing,Trenton,NJ,0,89
Saint Peter's University,Jersey City,NJ,0,2316
Salem Community College,Carneys Point,NJ,0,852
Seton Hall University,South Orange,NJ,0,5910
Atlantic Beauty & Spa Academy LLC,Egg Harbor Township,NJ,0,146
Saint Elizabeth University,Morristown,NJ,0,779
Raritan Valley Community College,Branchburg,NJ,0,6468
Stevens Institute of Technology,Hoboken,NJ,0,3641
Stockton University,Galloway,NJ,0,8873
Talmudical Academy-New Jersey,Adelphia,NJ,0,60
Teterboro School of Aeronautics,Teterboro,NJ,0,182
Thomas Edison State University,Trenton,NJ,0,9254
The College of New Jersey,Ewing,NJ,0,6747
Union County College,Cranford,NJ,0,8745
William Paterson University of New Jersey,Wayne,NJ,0,8463
Olympian Academy of Cosmetology,Alamogordo,NM,0,745
Central New Mexico Community College,Albuquerque,NM,0,18120
Navajo Technical University,Crownpoint,NM,0,1179
New Mexico State University-Dona Ana,Las Cruces,NM,0,5407
Clovis Community College,Clovis,NM,0,1702
Eastern New Mexico University-Main Campus,Portales,NM,0,3292
Eastern New Mexico University-Roswell Campus,Roswell,NM,0,1266
Institute of American Indian and Alaska Native Culture and Arts Development,Santa Fe,NM,0,355
New Mexico Highlands University,Las Vegas,NM,0,1684
New Mexico Junior College,Hobbs,NM,0,1665
New Mexico Military Institute,Roswell,NM,0,383
University of New Mexico-Gallup Campus,Gallup,NM,0,1638
New Mexico Institute of Mining and Technology,Socorro,NM,0,1241
University of New Mexico-Los Alamos Campus,Los Alamos,NM,0,687
University of New Mexico-Main Campus,Albuquerque,NM,0,16170
New Mexico State University-Alamogordo,Alamogordo,NM,0,655
New Mexico State University-Carlsbad,Carlsbad,NM,0,559
New Mexico State University-Grants,Grants,NM,0,256
New Mexico State University-Main Campus,Las Cruces,NM,0,11153
University of New Mexico-Valencia County Campus,Los Lunas,NM,0,1261
Northern New Mexico College,Espanola,NM,0,840
San Juan College,Farmington,NM,0,4762
Santa Fe Community College,Santa Fe,NM,0,2711
University of the Southwest,Hobbs,NM,0,329
Southwestern College,Santa Fe,NM,0,NULL
Southwestern Indian Polytechnic Institute,Albuquerque,NM,0,438
University of New Mexico-Taos Campus,Ranchos de Taos,NM,0,616
Mesalands Community College,Tucumcari,NM,0,464
Vogue College of Cosmetology-Santa Fe,Santa Fe,NM,0,73
Western New Mexico University,Silver City,NM,0,1620
Vaughn College of Aeronautics and Technology,Flushing,NY,0,1625
Adelphi University,Garden City,NY,0,5275
SUNY Adirondack,Queensbury,NY,0,2645
Bryant & Stratton College-Albany,Albany,NY,0,409
Albany College of Pharmacy and Health Sciences,Albany,NY,0,788
Albany Law School,Albany,NY,0,NULL
Albany Medical College,Albany,NY,0,NULL
